Position,EIN,Organization Name_CLEAN,Space Name,Street,Street 2,City,State,Zip,Contact Name,Contact Title,Contact Email,Parent Organization Website,County,Address,isMultiple,old_lat,old_lon,Check,LAT,LON
1937,680454224,Solo Opera,Space 1,3537 Bonari Court,,Concord,CA,94519,,,,www.SoloOpera.org,Contra Costa,"3537 Bonari Court, Concord, CA, 94519",Single Space,37.9759925,-122.0109405,not,37.9759925,-122.0109405
1938,822434924,Somafm Community Radio,Space 1,2180 Bryant St,Ste 208,San Francisco,CA,94110,,,,,San Francisco,"2180 Bryant St, San Francisco, CA, 94110",Single Space,37.7594065,-122.4099043,not,37.7594065,-122.4099043
1939,942655955,SOMArts Cultural Center,"1 Location, Multiple Spaces",934 Brannan St,b/w 8th St. & 9th St.,San Francisco,CA,94103,Mary Molly Mullaney,,events@somarts.org,http://www.somarts.org/,San Francisco,"1 Location, Multiple Spaces <br> 934 Brannan St, San Francisco, CA, 94103",Multiple Spaces,37.771179,-122.4065737,not,37.771179,-122.4065737
1940,813162209,Somos En Escrito Literary Foundation,Space 1,272 Purdue Ave,,Kensington,CA,94708,,,,,Contra Costa,"272 Purdue Ave, Kensington, CA, 94708",Single Space,37.9074478,-122.2724476,not,37.9074478,-122.2724476
1941,474813357,Souls Of Light Sanctuary,Space 1,649 Main St,Ste 102,Martinez,CA,94553,,,,,Contra Costa,"649 Main St, Martinez, CA, 94553",Single Space,38.0173374,-122.1368489,not,38.0173374,-122.1368489
1942,721562499,Sound Of Hope Radio Network,Space 1,1331 Columbus Ave,,San Francisco,CA,94133,,,,,San Francisco,"1331 Columbus Ave, San Francisco, CA, 94133",Single Space,37.80636977,-122.4190522,not,37.80636977,-122.4190522
1943,,Soundtank,Space 1,2885 Ettie St,,Oakland,CA,94608,Tom Lattanand,,studio@soundtank.com,http://roomorange.com,Alameda,"2885 Ettie St, Oakland, CA, 94608",Single Space,37.82317163,-122.2879902,not,37.82317163,-122.2879902
1944,943194973,Soundwall Music Camps,Space 1,16 Wood Creek Pl,,Pleasant Hill,CA,94523,,,,,Contra Costa,"16 Wood Creek Pl, Pleasant Hill, CA, 94523",Single Space,37.9387269,-122.0804485,not,37.9387269,-122.0804485
1945,943019867,South Of Market Merchants' And Individuals' Lifestyle Events,Space 1,293 8Th St,,San Francisco,CA,94103,,,,,San Francisco,"293 8Th St, San Francisco, CA, 94103",Single Space,37.77511313,-122.4101429,not,37.77511313,-122.4101429
1946,931216297,Southern Exposure,Space 1,3030 20th St,,San Francisco,CA,94110,,,,www.soex.org,San Francisco,"3030 20th St, San Francisco, CA, 94110",Single Space,37.7593246,-122.411282,not,37.7593246,-122.411282
1947,824956112,Sozo Impact,Space 1,5422 Hilltop Cres,,Oakland,CA,94618,,,,,Alameda,"5422 Hilltop Cres, Oakland, CA, 94618",Single Space,37.8326591,-122.2258342,not,37.8326591,-122.2258342
1948,,SPACE 124,Space 1,499 Alabama St,,San Francisco,CA,94110,Lizzy Spicuzza,Manager,projectspace124@gmail.com,http://space124.org,San Francisco,"499 Alabama St, San Francisco, CA, 94110",Single Space,37.7635827,-122.4117508,not,37.7635827,-122.4117508
1949,882563830,Space Cowboys Collective,Space 1,1545 Broadway,,San Francisco,CA,94109,,,,,San Francisco,"1545 Broadway, San Francisco, CA, 94109",Single Space,37.7955661,-122.4223651,not,37.7955661,-122.4223651
1950,472846205,Spanish Academy,Space 1,21001 San Ramon Valley Blvd,A4-153,San Ramon,CA,94583,,,,,Contra Costa,"21001 San Ramon Valley Blvd, San Ramon, CA, 94583",Single Space,37.7240123,-121.9446301,not,37.7240123,-121.9446301
1951,,spark arts,Space 1,4229 18th St,,San Francisco,CA,94114,Angie Sticher,Space Rental Inquiry,info@sparkarts.com,http://sparkarts.com/,San Francisco,"4229 18th St, San Francisco, CA, 94114",Single Space,37.76076004,-122.4364213,not,37.76076004,-122.4364213
1952,844774219,Spiralroot Power Association,Space 1,116 Terranova Dr,,Antioch,CA,94509,,,,,Contra Costa,"116 Terranova Dr, Antioch, CA, 94509",Single Space,37.9874899,-121.81146,not,37.9874899,-121.81146
1953,882141092,Spontaneous Mind,Space 1,1261 Locust St,,Walnut Creek,CA,94596,,,,,Contra Costa,"1261 Locust St, Walnut Creek, CA, 94596",Single Space,37.8969025,-122.0616131,not,37.8969025,-122.0616131
1954,,Spotlight Arts Academy of Dance and Music,"1 Location, Multiple Spaces",6979 Sierra Court,,Dublin,CA,94568,Naja Gentry,,office@spotlightaa.com,http://www.spotlightaa.com,Alameda,"1 Location, Multiple Spaces <br> 6979 Sierra Court, Dublin, CA, 94568",Multiple Spaces,37.710659,-121.9119422,not,37.710659,-121.9119422
1955,832629678,Sree Vijaya Ganapathi Cultural Center,Space 1,2868 Bollinger Canyon Rd,,San Ramon,CA,94583,,,,,Contra Costa,"2868 Bollinger Canyon Rd, San Ramon, CA, 94583",Single Space,37.7688576,-121.990057,not,37.7688576,-121.990057
1956,455201513,Sri Datta Sai Temple And Culture Center,Space 1,1901 San Ramon Valley Blvd,,San Ramon,CA,94583,,,,,Contra Costa,"1901 San Ramon Valley Blvd, San Ramon, CA, 94583",Single Space,37.7863793,-121.9820265,not,37.7863793,-121.9820265
1957,881124130,Sri Karpaga Ganapathi Temple Cultural And Community Center,Space 1,10 Cedar Pointe Loop,Apt 115,San Ramon,CA,94583,,,,,Contra Costa,"10 Cedar Pointe Loop, San Ramon, CA, 94583",Single Space,37.7275855,-121.9340984,not,37.7275855,-121.9340984
1958,260036135,Sri Lankan-American Cultural Assoc Of Northern California,Space 1,466 Armida Ct,,Livermore,CA,94550,,,,,Alameda,"466 Armida Ct, Livermore, CA, 94550",Single Space,37.669873,-121.7946688,not,37.669873,-121.7946688
1959,861161356,Sri Ramakrishna Sarada Bhajan Mandali,Space 1,5309 Asilomar Ct,,Union City,CA,94587,,,,,Alameda,"5309 Asilomar Ct, Union City, CA, 94587",Single Space,37.5775363,-122.0817087,not,37.5775363,-122.0817087
1960,831324223,Sri Sankarapuram Mahaperiyava Agnihotrigal Gurukula Gramam Ssmag,Space 1,40878 Marty Ter,,Fremont,CA,94539,,,,,Alameda,"40878 Marty Ter, Fremont, CA, 94539",Single Space,37.5418478,-121.9527161,not,37.5418478,-121.9527161
1961,821685670,Sri Thillai Natya Palli,Space 1,1919 Landess Ave,,Milpitas,CA,95035,,,,,Santa Clara,"1919 Landess Ave, Milpitas, CA, 95035",Single Space,37.419038,-121.8700143,not,37.419038,-121.8700143
1962,204958325,Srv Chinese School,Space 1,5603 Atella Ct,,Dublin,CA,94568,,,,,Alameda,"5603 Atella Ct, Dublin, CA, 94568",Single Space,37.7252807,-121.8473363,not,37.7252807,-121.8473363
1963,946095083,SS Red Oak Victory,Space 1,1337 Canal Blvd,,Richmond,CA,94804,Lois Boyle,,loisboyle@att.net,http://ssredoakvictory.org,Contra Costa,"1337 Canal Blvd, Richmond, CA, 94804",Single Space,37.9107714,-122.3673424,not,37.9107714,-122.3673424
1964,,St. John's Presbyterian Church,"1 Location, Multiple Spaces",2727 College Ave,,Berkeley,CA,94705,St. John's Presbyterian Church,,sjoffice@stjohnsberkeley.org,http://www.stjohnsberkeley.org,Alameda,"1 Location, Multiple Spaces <br> 2727 College Ave, Berkeley, CA, 94705",Multiple Spaces,37.861059,-122.2527078,not,37.861059,-122.2527078
1965,371578837,Stage Right Conservatory Theater,Space 1,213 F St,,Antioch,CA,94509,,,,,Contra Costa,"213 F St, Antioch, CA, 94509",Single Space,38.0166813,-121.8121749,not,38.0166813,-121.8121749
1966,,Stage Werx Theatre,Sapce 1,446 Valencia St,,San Francisco,CA,94103,ty mckenzie,Owner,info@stagewerx.org,http://www.stagewerx.org,San Francisco,"446 Valencia St, San Francisco, CA, 94103",Single Space,37.7657544,-122.4222695,not,37.7657544,-122.4222695
1967,942894993,Stagebridge,Space 1,2501 Harrison St,,Oakland,CA,94612,,,,www.stagebridge.org,Alameda,"2501 Harrison St, Oakland, CA, 94612",Single Space,37.8136814,-122.2614104,not,37.8136814,-122.2614104
1968,941593216,Stairwell'S,Space 1,901 Mission St,Ste 306,San Francisco,CA,94103,,,,,San Francisco,"901 Mission St, San Francisco, CA, 94103",Single Space,37.7821537,-122.4066011,not,37.7821537,-122.4066011
1969,943394511,Star Struck Productions,Space 1,43575 Mission Blvd,616,Fremont,CA,94539,,,,,Alameda,"43575 Mission Blvd, Fremont, CA, 94539",Single Space,37.5286167,-121.9189759,not,37.5286167,-121.9189759
1970,814891786,Stardust Lcs,Space 1,1254 La Playa St,Apt 3,San Francisco,CA,94122,,,,,San Francisco,"1254 La Playa St, San Francisco, CA, 94122",Single Space,37.7629899,-122.5089997,not,37.7629899,-122.5089997
1971,,Starry Plough Pub,Space 1,3101 Shattuck Ave,,Berkeley,CA,94607,Paris King,,starryploughmusic@gmail.com,https://www.thestarryplough.com/,Alameda,"3101 Shattuck Ave, Berkeley, CA, 94607",Single Space,37.8529872,-122.2659063,not,37.8529872,-122.2659063
1972,872576146,Statesider,Space 1,3045 Windsor Dr,,Alameda,CA,94501,,,,,Alameda,"3045 Windsor Dr, Alameda, CA, 94501",Single Space,37.764989,-122.2269326,not,37.764989,-122.2269326
1973,205778900,Step 2 This Dance Fundraising Association,Space 1,4519 Thoroughbred Ct,,Antioch,CA,94531,,,,,Contra Costa,"4519 Thoroughbred Ct, Antioch, CA, 94531",Single Space,37.9737107,-121.7521972,not,37.9737107,-121.7521972
1974,946064356,Stern Grove Festival Association,Space 1,832 Folsom St,Suite 1000,San Francisco,CA,94107,,,,www.sterngrove.org,San Francisco,"832 Folsom St, San Francisco, CA, 94107",Single Space,37.78148155,-122.4019187,not,37.78148155,-122.4019187
1975,,Still Here Productions,Space 1,762 Fulton St,,San Francisco,CA,94102,,,,facebook.com/stillheresanfrancisco,San Francisco,"762 Fulton St, San Francisco, CA, 94102",Single Space,37.7782819,-122.429259,not,37.7782819,-122.429259
1976,844582283,Story Leaf,Space 1,212 Marshall Dr,,Walnut Creek,CA,94598,,,,,Contra Costa,"212 Marshall Dr, Walnut Creek, CA, 94598",Single Space,37.9074257,-122.0492784,not,37.9074257,-122.0492784
1977,942660844,StoryCenter,Space 1,1250 Addison St,Suite 103,Berkeley,CA,94702,,,,http://www.storycenter.org,Alameda,"1250 Addison St, Berkeley, CA, 94702",Single Space,37.8683251,-122.2870127,not,37.8683251,-122.2870127
1978,943258426,Streetside Stories,Space 1,3130 20th St,Suite 311,San Francisco,CA,94110,,,,www.streetside.org,San Francisco,"3130 20th St, San Francisco, CA, 94110",Single Space,37.75942922,-122.4120605,not,37.75942922,-122.4120605
1979,844273969,Striving For All,Space 1,5613 Melodia Cir,,Dublin,CA,94568,,,,,Alameda,"5613 Melodia Cir, Dublin, CA, 94568",Single Space,37.7051512,-121.9019064,not,37.7051512,-121.9019064
1980,872034409,Students On The Set,Space 1,1151 Harbor Bay Parkway,Ste 12,Alameda,CA,94502,,,,,Alameda,"1151 Harbor Bay Parkway, Alameda, CA, 94502",Single Space,37.727047,-122.231571,not,37.727047,-122.231571
1981,,Studio 12 Berkeley,Space 1,2525 8th St,studio 12,Berkeley,CA,94710,Andrej Diamantstein,,studio12berkeley@gmail.com,http://www.iaido.org,Alameda,"2525 8th St, Berkeley, CA, 94710",Single Space,37.86000096,-122.2927897,not,37.86000096,-122.2927897
1982,850849813,Studio 121,Space 1,4564 Buckskin Dr,,Antioch,CA,94531,,,,,Contra Costa,"4564 Buckskin Dr, Antioch, CA, 94531",Single Space,37.9728263,-121.7707522,not,37.9728263,-121.7707522
1983,,Studio 1552,Space 1,1552 62nd St,,Emeryville,CA,94608,Gabriel Dunne,,studiospaceinfo@gmail.com,,Alameda,"1552 62nd St, Emeryville, CA, 94608",Single Space,37.84288899,-122.291247,not,37.84288899,-122.291247
1984,,Studio 1924,Space 1,1924 Franklin St,3rd floor,Oakland,CA,94612,Studio 1924,,info@studio1924.com,http://www.studio1924.com,Alameda,"1924 Franklin St, Oakland, CA, 94612",Single Space,37.8075827,-122.2671886,not,37.8075827,-122.2671886
1985,,Studio 1924,Space 1,1924 Franklin St,3rd floor,Oakland,CA,94612,Studio 1924,,info@studio1924.com,http://www.studio1924.com,Alameda,"1924 Franklin St, Oakland, CA, 94612",Single Space,37.8075827,-122.2671886,ok,37.80765038,-122.2671524
1986,,Studio 200,Space 1,301 8th St,Studio 200,San Francisco,CA,94103,Mary Carbonara,Co-Director,director@studio200.org,http://www.Studio200.org,San Francisco,"301 8th St, San Francisco, CA, 94103",Single Space,37.77502428,-122.4100313,not,37.77502428,-122.4100313
1987,,Studio 210,Space 1,3435 Cesar Chavez St,,San Francisco,CA,94110,Bob Webb,Studio Manager,bobwebb20@hotmail.com,http://www.deborahslater.org,San Francisco,"3435 Cesar Chavez St, San Francisco, CA, 94110",Single Space,37.7479687,-122.4191347,not,37.7479687,-122.4191347
1988,,Studio 2131 Broadway,Space 1,2131 Broadway,,Oakland,CA,94612,Krista L. Freelove,Ring Leader of the Circus,krista.freelove@gmail.com,,Alameda,"2131 Broadway, Oakland, CA, 94612",Single Space,37.8108008,-122.2675551,not,37.8108008,-122.2675551
1989,,Studio 505 Dance and Movement Arts,Space 1,4075 19th Ave,,San Francisco,CA,94132,Stephanie Craig,Owner / Director,stephanie@studio505dance.com,http://www.studio505dance.com,San Francisco,"4075 19th Ave, San Francisco, CA, 94132",Single Space,37.7150292,-122.4708831,not,37.7150292,-122.4708831
1990,,Studio 55 Martinez,Space 1,55 Howe Rd,,Martinez,CA,94553,,,,,Contra Costa,"55 Howe Rd, Martinez, CA, 94553",Single Space,38.0113611,-122.1105099,not,38.0113611,-122.1105099
1991,,Studio 8 Dance,Space 1,3420 Fostoria Way,A-100,Danville,CA,94526,Vanessa Medve,,studio8dance@me.com,http://www.studio8pac.com,Contra Costa,"3420 Fostoria Way, Danville, CA, 94526",Single Space,37.7837857,-121.9679506,not,37.7837857,-121.9679506
1992,,Studio Grand,Space 1,3234 Grand Ave,,Oakland,CA,94610,Studio Grand Booking,,booking@studiograndoakland.org,http://www.studiograndoakland.org,Alameda,"3234 Grand Ave, Oakland, CA, 94610",Single Space,37.8119806,-122.247673,not,37.8119806,-122.247673
1993,852266407,Studio Ix,Space 1,5151 Fleming Ave,,Oakland,CA,94619,,,,,Alameda,"5151 Fleming Ave, Oakland, CA, 94619",Single Space,37.7775438,-122.1950375,not,37.7775438,-122.1950375
1994,,Studio Shotwell,Space 1,577 Shotwell St,,San Francisco,CA,94110,Arthur Wilinski,Owner,Studioshotwell@gmail.com,http://Studioshotwell.com,San Francisco,"577 Shotwell St, San Francisco, CA, 94110",Single Space,37.7592436,-122.4155021,not,37.7592436,-122.4155021
1995,,Studio Valencia,Space 1,455A Valencia St,,San Francisco,CA,94103,Kai Lundgren-Williams,,studiovalencia@att.net,http://studiovalencia.com/,San Francisco,"455A Valencia St, San Francisco, CA, 94103",Single Space,37.7656495,-122.4216413,not,37.7656495,-122.4216413
1996,943368235,Sudanese Association For Northern California,Space 1,26234 Industrial Blvd,,Hayward,CA,94545,,,,,Alameda,"26234 Industrial Blvd, Hayward, CA, 94545",Single Space,37.634858,-122.1114792,not,37.634858,-122.1114792
1997,921410463,Sudanese House,Space 1,311 9Th Ave,Unit 504,Oakland,CA,94606,,,,,Alameda,"311 9Th Ave, Oakland, CA, 94606",Single Space,37.7881865,-122.2554914,not,37.7881865,-122.2554914
1998,943250499,Suigetsukan Moon Reflected In Water School,Space 1,103 International Blvd,,Oakland,CA,94606,,,,,Alameda,"103 International Blvd, Oakland, CA, 94606",Single Space,37.7982651,-122.2570435,not,37.7982651,-122.2570435
1999,844446994,Suiseki Societies Of Northern California,Space 1,2147 Whippoorwill Ct,,Pinole,CA,94564,,,,,Contra Costa,"2147 Whippoorwill Ct, Pinole, CA, 94564",Single Space,37.9842357,-122.2830152,not,37.9842357,-122.2830152
2000,470855418,Summerset Singers,Space 1,1581 Regent Dr,,Brentwood,CA,94513,,,,,Contra Costa,"1581 Regent Dr, Brentwood, CA, 94513",Single Space,37.9113729,-121.7264389,not,37.9113729,-121.7264389
2001,943336172,Sundance Association For Country Western Dancing,Space 1,2261 Market St,Pmb 225,San Francisco,CA,94114,,,,,San Francisco,"2261 Market St, San Francisco, CA, 94114",Single Space,37.7646847,-122.4319399,not,37.7646847,-122.4319399
2002,823033061,Sunday To Sunday Productions,Space 1,158 Copper Ridge Rd,,San Ramon,CA,94582,,,,,Contra Costa,"158 Copper Ridge Rd, San Ramon, CA, 94582",Single Space,37.7699584,-121.9473807,not,37.7699584,-121.9473807
2003,731650146,Sunset Youth Orchestra,Space 1,1900 33Rd Ave,,San Francisco,CA,94116,,,,,San Francisco,"1900 33Rd Ave, San Francisco, CA, 94116",Single Space,37.7515784,-122.4911116,not,37.7515784,-122.4911116
2004,931004117,Sunset Youth Services,Space 1,3918 Judah St,,San Francisco,CA,94122,,,,www.sunsetyouthservices.org,San Francisco,"3918 Judah St, San Francisco, CA, 94122",Single Space,37.760685,-122.5040833,not,37.760685,-122.5040833
2005,943167009,Sur Laya Sangam - Study Center For Indian Devotional Music,Space 1,1142 Brighton Ave,,Albany,CA,94706,,,,,Alameda,"1142 Brighton Ave, Albany, CA, 94706",Single Space,37.896997,-122.2986107,not,37.896997,-122.2986107
2006,814480683,Sustainable Korean Culture Institute,Space 1,2096 Ascot Dr,,Moraga,CA,94556,,,,,Contra Costa,"2096 Ascot Dr, Moraga, CA, 94556",Single Space,37.8544899,-122.1276794,not,37.8544899,-122.1276794
2007,873283058,Suvrtta Foundation,Space 1,1320 Halifax Way,,San Ramon,CA,94582,,,,,Contra Costa,"1320 Halifax Way, San Ramon, CA, 94582",Single Space,37.7502503,-121.8916442,not,37.7502503,-121.8916442
2008,943285494,Swans Market Place,Space 1,1825 San Pablo Ave,Ste 200,Oakland,CA,94612,,,,,Alameda,"1825 San Pablo Ave, Oakland, CA, 94612",Single Space,37.8082815,-122.2728546,not,37.8082815,-122.2728546
2009,824862475,Swara Institute For Music Research And Appreciation - Simra,Space 1,399 Apache Ct,,Fremont,CA,94539,,,,,Alameda,"399 Apache Ct, Fremont, CA, 94539",Single Space,37.5017397,-121.9234946,not,37.5017397,-121.9234946
2010,260294027,Sweet Adelines International,Space 1,3479 Streamside Cir,Apt 203,Pleasanton,CA,94588,,,,,Alameda,"3479 Streamside Cir, Pleasanton, CA, 94588",Single Space,37.6980935,-121.8567251,not,37.6980935,-121.8567251
2011,812145782,Swing & Big Band Preservation Society,Space 1,34383 Alvarado-Niles Rd,Suite 282,Union City,CA,94587,,,,,Alameda,"34383 Alvarado-Niles Rd, Union City, CA, 94587",Single Space,37.58737123,-122.0223823,not,37.58737123,-122.0223823
2012,352378026,Switchboard Music,Space 1,55 Taylor St,,San Francisco,CA,94102,,,,,San Francisco,"55 Taylor St, San Francisco, CA, 94102",Single Space,37.7828326,-122.4108502,not,37.7828326,-122.4108502
2013,,Symbolic Dance & Fitness,Space 1,672 South Van Ness Ave,at 18th Street,San Francisco,CA,94110,Ava Apple,owner,avaapple@hotmail.com,http://www.symbolicdance.com,San Francisco,"672 South Van Ness Ave, San Francisco, CA, 94110",Single Space,37.76239308,-122.4172648,not,37.76239308,-122.4172648
2014,941593216,Symphonia Caritas,Space 1,901 Mission St,Ste 306,San Francisco,CA,94103,,,,,San Francisco,"901 Mission St, San Francisco, CA, 94103",Single Space,37.7821537,-122.4066011,not,37.7821537,-122.4066011
2015,832557461,Synecdoche Works,Space 1,1238 Versailles Ave,,Alameda,CA,94501,,,,,Alameda,"1238 Versailles Ave, Alameda, CA, 94501",Single Space,37.7588094,-122.2386273,not,37.7588094,-122.2386273
2016,384116407,Synergy Theater,Space 1,311 Lake Meadow Ct,,Martinez,CA,94553,,,,,Contra Costa,"311 Lake Meadow Ct, Martinez, CA, 94553",Single Space,37.9784188,-122.0798482,not,37.9784188,-122.0798482
2017,,Tableau Stations / Isak Immanuel,Space 1,1 Sabin Pl,Unit 402,San Francisco,CA,94122,,,,,San Francisco,"1 Sabin Pl, San Francisco, CA, 94122",Single Space,37.7930259,-122.4068562,not,37.7930259,-122.4068562
2018,,TAC: Temescal Art Center,Space 1,511 48th St,,Oakland,CA,94609,Leyya Tawil,Director,temescalartscenter@gmail.com,http://www.temescalartcenter.org/,Alameda,"511 48th St, Oakland, CA, 94609",Single Space,37.8349394,-122.2632464,not,37.8349394,-122.2632464
2019,,Taere Tiai Polynesian Dance & Cultural Arts,Space 1,706 Alfred Nobel Dr,,Hercules,CA,94547,,,,,Contra Costa,"706 Alfred Nobel Dr, Hercules, CA, 94547",Single Space,38.0198083,-122.274045,not,38.0198083,-122.274045
2020,205851444,Taiwan Benevolent Association San Jose,Space 1,3021 Beard Rd,,Fremont,CA,94555,,,,,Alameda,"3021 Beard Rd, Fremont, CA, 94555",Single Space,37.5858078,-122.0400601,not,37.5858078,-122.0400601
2021,883313418,Taiwanese American Culture Center Of East Bay,Space 1,1755 Sunnyvale Ave,,Walnut Creek,CA,94597,,,,,Contra Costa,"1755 Sunnyvale Ave, Walnut Creek, CA, 94597",Single Space,37.9282354,-122.068434,not,37.9282354,-122.068434
2022,201992745,Taiwanese American Federation Of Northern California-Tafnc,Space 1,788 Lewelling Blvd,,San Leandro,CA,94579,,,,,Alameda,"788 Lewelling Blvd, San Leandro, CA, 94579",Single Space,37.6854945,-122.1412429,not,37.6854945,-122.1412429
2023,471292140,Taiwaneseamerican Org,Space 1,1771 Highland Pl,Apt 208,Berkeley,CA,94709,,,,,Alameda,"1771 Highland Pl, Berkeley, CA, 94709",Single Space,37.8765999,-122.2554766,not,37.8765999,-122.2554766
2024,465526320,Talent All-Stars,Space 1,143 Marlin Ct,,San Francisco,CA,94124,,,,,San Francisco,"143 Marlin Ct, San Francisco, CA, 94124",Single Space,37.72695448,-122.3727667,not,37.72695448,-122.3727667
2025,460952648,Tanforan Assembly Center Memorial Committee,Space 1,916 Peralta Ave,,Albany,CA,94706,,,,,Alameda,"916 Peralta Ave, Albany, CA, 94706",Single Space,37.8900119,-122.2855432,not,37.8900119,-122.2855432
2026,873711144,Tango,Space 1,236 West Portal Ave,,San Francisco,CA,94127,,,,,San Francisco,"236 West Portal Ave, San Francisco, CA, 94127",Single Space,37.7386965,-122.4686776,not,37.7386965,-122.4686776
2027,,Tap Team,Space 1,2901 Mariposa St,,San Francisco,CA,94110,Bess Bair,CEO,magicall@aol.com,http://tapdanceroom.com,San Francisco,"2901 Mariposa St, San Francisco, CA, 94110",Single Space,37.7627037,-122.4124934,not,37.7627037,-122.4124934
2028,271148216,Tapestry,Space 1,4752 Carnegie Ln,,Brentwood,CA,94513,,,,,Contra Costa,"4752 Carnegie Ln, Brentwood, CA, 94513",Single Space,37.922431,-121.690843,not,37.922431,-121.690843
2029,850756925,Taste Of Talent,Space 1,177 19th St,Apt 2C,Oakland,CA,94612,,,,,Alameda,"177 19th St, Oakland, CA, 94612",Single Space,37.8050417,-122.2629076,not,37.8050417,-122.2629076
2030,263342933,Tayba Foundation,Space 1,31080 Union City Blvd,210,Union City,CA,94587,,,,,Alameda,"31080 Union City Blvd, Union City, CA, 94587",Single Space,37.5958475,-122.0803409,not,37.5958475,-122.0803409
2031,550857380,Tea Party Magazine,Space 1,48 Shotwell St,,San Francisco,CA,94103,,,,,San Francisco,"48 Shotwell St, San Francisco, CA, 94103",Single Space,37.7676452,-122.4169402,not,37.7676452,-122.4169402
2032,941593216,Teaching Artist Support Collaborative Of California,Space 1,925 Mission St,,San Francisco,CA,94103,,,,,San Francisco,"925 Mission St, San Francisco, CA, 94103",Single Space,37.7821537,-122.4066011,not,37.7821537,-122.4066011
2033,,Teatr Skazka Russian Drama Club and Language Learning Center,Space 1,1557 3Rd Ave,,Walnut Creek,CA,94597,,,,,Contra Costa,"1557 3Rd Ave, Walnut Creek, CA, 94597",Single Space,37.9189276,-122.067231,not,37.9189276,-122.067231
2034,943325973,Teddy Bear Films,Space 1,1351 De Haro St,,San Francisco,CA,94107,,,,,San Francisco,"1351 De Haro St, San Francisco, CA, 94107",Single Space,37.7527712,-122.4001368,not,37.7527712,-122.4001368
2035,,Temescal Arts Center,Space 1,511 48th Street,,Oakland,CA,94609,,,,,Alameda,"511 48th Street, Oakland, CA, 94609",Single Space,37.83521,-122.26339,not,37.83521,-122.26339
2036,,Temple Beth Hillel,Space 1,801 Park Central,,Richmond,CA,94803,Arlene Lisby,Office Manager,alisby@tbhrichmond.org,,Contra Costa,"801 Park Central, Richmond, CA, 94803",Single Space,37.976919,-122.3145084,not,37.976919,-122.3145084
2037,941626373,Temple Isaiah,Space 1,945 Risa Rd,,Lafayette,CA,94549,Michaela Caughlan,Facilities Event Coordinator,michaelac@temple-isaiah.org,https://temple-isaiah.org/about/facility-rentals/,Contra Costa,"945 Risa Rd, Lafayette, CA, 94549",Single Space,37.8891177,-122.1367557,not,37.8891177,-122.1367557
2038,831942139,Terrence Mccrary Jr Memorial Foundation,Space 1,1051 Monterey Ave,,Berkeley,CA,94707,,,,,Alameda,"1051 Monterey Ave, Berkeley, CA, 94707",Single Space,37.8866435,-122.2789724,not,37.8866435,-122.2789724
2039,823161020,Tessera Project,Space 1,4200 Park Blvd,Apt 644,Oakland,CA,94602,,,,,Alameda,"4200 Park Blvd, Oakland, CA, 94602",Single Space,37.8070573,-122.2224086,not,37.8070573,-122.2224086
2040,461713901,Texas Rose Dance,Space 1,926 Alabama St,,San Francisco,CA,94110,,,,,San Francisco,"926 Alabama St, San Francisco, CA, 94110",Single Space,37.7565488,-122.4116143,not,37.7565488,-122.4116143
2041,811433985,Text Genome,Space 1,1980 Sacramento St,,San Francisco,CA,94109,,,,,San Francisco,"1980 Sacramento St, San Francisco, CA, 94109",Single Space,37.7911981,-122.425401,not,37.7911981,-122.425401
2042,884302397,Textile Foundation,Space 1,58 West Portal Ave,105,San Francisco,CA,94127,,,,,San Francisco,"58 West Portal Ave, San Francisco, CA, 94127",Single Space,37.7403627,-122.4667485,not,37.7403627,-122.4667485
2043,,The 25th Street Collective,Space 1,498 25th St,,Oakland,CA,94612,Christina Tavera,Event Sales,Events@25thstreetcollective.com,http://Www.25thstreetcollective.com,Alameda,"498 25th St, Oakland, CA, 94612",Single Space,37.8147466,-122.2679195,not,37.8147466,-122.2679195
2044,204622255,The African And African American Performing Arts Coalition,Space 1,3316 24th St,,San Francisco,CA,94110,,,,,San Francisco,"3316 24th St, San Francisco, CA, 94110",Single Space,37.7523988,-122.4188036,not,37.7523988,-122.4188036
2045,912146202,The Alexandria Archive Institute,Space 1,125 El Verano Way,,San Francisco,CA,94127,,,,,San Francisco,"125 El Verano Way, San Francisco, CA, 94127",Single Space,37.7310208,-122.4610965,not,37.7310208,-122.4610965
2046,263235193,The American Bookbinders Museum,Space 1,355 Clementina St,,San Francisco,CA,94103,,,,http://bookbindersmuseum.org,San Francisco,"355 Clementina St, San Francisco, CA, 94103",Single Space,37.7814002,-122.4028464,not,37.7814002,-122.4028464
2047,942998197,The American Institute Of Graphic Arts - San Francisco Chapter,Space 1,130 Sutter St,Suite 600,San Francisco,CA,94104,,,,,San Francisco,"130 Sutter St, San Francisco, CA, 94104",Single Space,37.7900009,-122.4028513,not,37.7900009,-122.4028513
2048,941415287,The Arc San Francisco,Space 1,1500 Howard St,,San Francisco,CA,94117,,,,,San Francisco,"1500 Howard St, San Francisco, CA, 94117",Single Space,37.7731379,-122.4160989,not,37.7731379,-122.4160989
2049,943168663,The Aurora Theatre Company,Space 1,2081 Addison St,,Berkeley,CA,94704,Ryan O'Steen,,rosteen@auroratheatre.org,http://www.auroratheatre.org,Alameda,"2081 Addison St, Berkeley, CA, 94704",Single Space,37.8714146,-122.268812,not,37.8714146,-122.268812
